gender,name,variant,base_name,usage_note,declension,genitive,patr_old_m,patr_old_f,patr_m,patr_f,source
М,Мертий,,,Стар. редк.,"-я, м. Стар. редк.",Мертия,Мертиев,Мертиева,Мертиевич,Мертиевна,Словарь русских личных имен Петровского
М,Мефодий,,,,,,Мефодьев,Мефодьева,Мефодиевич,Мефодиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мефодий,Нефед,,,"-я, м.; народн. Нефёд, -а.",Мефодия,Мефодиев,Мефодиева,Мефодиевич,Мефодиевна,Словарь русских личных имен Петровского
М,Мечислав,,,Слав.,"-а, м. Слав.",Мечислава,Мечиславов,Мечиславова,Мечиславович,Мечиславовна,Словарь русских личных имен Петровского
М,Мигдоний,,,,,,Мигдоньев,Мигдоньева,Мигдониевич,Мигдониевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мигдоний,,,Стар. редк.,"-я, м. Стар. редк.",Мигдония,Мигдониев,Мигдониева,Мигдониевич,Мигдониевна,Словарь русских личных имен Петровского
М,Милан,,,Слав. редк.,"-а, м. Слав. редк.",Милана,Миланов,Миланова,Миланович,Милановна,Словарь русских личных имен Петровского
Ж,Милана,,,Слав. редк.,"-ы, ж. Слав. редк.",Миланы,,,,,Словарь русских личных имен Петровского
М,Милен,,,Слав. редк.,"-а, м. Слав. редк.",Милена,Миленов,Миленова,Миленович,Миленовна,Словарь русских личных имен Петровского
Ж,Милена,,,Слав. редк.,"-ы, ж. Слав. редк.",Милены,,,,,Словарь русских личных имен Петровского
М,Милетий,,,,,,Милетьев,Милетьева,Милетиевич,Милетиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Милетий,,,Стар. редк.,"-я, м. Стар. редк.",Милетия,Милетиев,Милетиева,Милетиевич,Милетиевна,Словарь русских личных имен Петровского
