gender,name,variant,base_name,usage_note,declension,genitive,patr_old_m,patr_old_f,patr_m,patr_f,source
М,Лукий,,,,,,Лукьев,Лукьева,Лукиевич,Лукиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Лукий,,,Стар. редк.,"-я, м. Стар. редк.",Лукия,Лукиев,Лукиева,Лукиевич,Лукиевна,Словарь русских личных имен Петровского
М,Лукиллиан,,,Стар. редк.,"-а, м. Стар. редк.",Лукиллиана,Лукиллианов,Лукиллианова,Лукиллианович,Лукиллиановна,Словарь русских личных имен Петровского
Ж,Лукина,,,Стар. редк.,"-ы, ж. Стар. редк.",Лукины,,,,,Словарь русских личных имен Петровского
Ж,Лукия,,,Стар. редк.,"-и, ж. Стар. редк.",Лукии,,,,,Словарь русских личных имен Петровского
Ж,Лукреция,,,Заимств.,"-и, ж. Заимств.",Лукреции,,,,,Словарь русских личных имен Петровского
М,Лукьян,Лукан,,,"-а, м.; прост. Лукан, -а; стар. Лукиан, -а.",Лукьяна,Лукьянов,Лукьянова,Лукьянович,Лукьяновна,Словарь русских личных имен Петровского
М,Луп,Лупан,,,"-а, м.; прост. Лупан, -а.",Лупа,Луппов,Луппова,Лупович,Луповна,Словарь русских личных имен Петровского
М,Лучезар,,,Слав.,"-а, м. Слав.",Лучезара,Лучезаров,Лучезарова,Лучезарович,Лучезаровна,Словарь русских личных имен Петровского
Ж,Любава,,,Ст.-русск.,"-ы, ж. Ст.-русск.",Любавы,,,,,Словарь русских личных имен Петровского
М,Любим,,,Ст.-русск.,"-а, м. Ст.-русск.",Любима,Любимов,Любимова,Любимович,Любимовна,Словарь русских личных имен Петровского
Ж,Любовь,,,Слав.,"-ови, ж. Слав.",Любови,,,,,Словарь русских личных имен Петровского
Ж,Любомила,,,Слав.,"-ы, ж. Слав.",Любомилы,,,,,Словарь русских личных имен Петровского
М,Любомир,,,Слав.,"-а, м. Слав.",Любомира,Любомиров,Любомирова,Любомирович,Любомировна,Словарь русских личных имен Петровского
Ж,Любомира,,,Слав.,"-ы, ж. Слав.",Любомиры,,,,,Словарь русских личных имен Петровского
М,Людмил,,,Слав.,"-а, м. Слав.",Людмила,Людмилов,Людмилова,Людмилович,Людмиловна,Словарь русских личных имен Петровского
Ж,Людмила,,,Слав.,"-ы, ж. Слав.",Людмилы,,,,,Словарь русских личных имен Петровского
Ж,Люцея,,Люция 1,Стар.,"-и, ж. Стар. форма имени Люция 1 (см.).",Люцеи,,,,,Словарь русских личных имен Петровского
М,Люциан,,,Заимств.,"-а, м. Заимств.",Люциана,Люцианов,Люцианова,Люцианович,Люциановна,Словарь русских личных имен Петровского
М,Люций,,,Стар. редк.,"-я, м. Стар. редк.",Люция,Люциев,Люциева,Люциевич,Люциевна,Словарь русских личных имен Петровского
Ж,Люцина,,,,"-ы, ж.",Люцины,,,,,Словарь русских личных имен Петровского
Ж,Люция,Люцея,,,"-и, ж.; стар. Люцея, -и.",Люции,,,,,Словарь русских личных имен Петровского
М,Мавр,,,Стар. редк.,"-а, м. Стар. редк.",Мавра,Мавров,Маврова,Маврович,Мавровна,Словарь русских личных имен Петровского
Ж,Мавра,,,,"-ы, ж.",Мавры,,,,,Словарь русских личных имен Петровского
М,Маврикий,,,,,,Маврикьев,Маврикьева,Маврикиевич,Маврикиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Маврикий,,,,"-я, м.",Маврикия,Маврикиев,Маврикиева,Маврикиевич,Маврикиевна,Словарь русских личных имен Петровского
М,Мавродий,,,,,,Мавродьев,Мавродьева,Мавродиевич,Мавродиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мавродий,,,Стар. редк.,"-я, м. Стар. редк.",Мавродия,Мавродиев,Мавродиева,Мавродиевич,Мавродиевна,Словарь русских личных имен Петровского
М,Мавсима,,,Стар. редк.,"-ы, м. Стар. редк.",Мавсимы,Мавсимин,Мавсимина,Мавсимич,Мавсимична,Словарь русских личных имен Петровского
Ж,Магда,,Магдалина,Разг.,"-ы, ж. Разг. к Магдалина (см.).",Магды,,,,,Словарь русских личных имен Петровского
Ж,Магдалина,Магда,,,"-ы, ж.; разг. Магда, -ы.",Магдалины,,,,,Словарь русских личных имен Петровского
М,Магистриан,,,Стар. редк.,"-а, м. Стар. редк.",Магистриана,Магистрианов,Магистрианова,Магистрианович,Магистриановна,Словарь русских личных имен Петровского
М,Магн,,,Стар. редк.,"-а, м. Стар. редк.",Магна,Магнов,Магнова,Магнович,Магновна,Словарь русских личных имен Петровского
Ж,Магна,,,Стар. редк.,"-ы, ж. Стар. редк.",Магны,,,,,Словарь русских личных имен Петровского
М,Магрин,,,Стар. редк.,"-а, м. Стар. редк.",Магрина,Магринов,Магринова,Магринович,Магриновна,Словарь русских личных имен Петровского
Ж,Маина,,,Нов.,"-ы, ж. Нов.",Маины,,,,,Словарь русских личных имен Петровского
Ж,Маиса,,Анимаиса,Разг.,"-ы, ж. Разг. к Анимаиса (см.).",Маисы,,,,,Словарь русских личных имен Петровского
М,Май,,,Нов.,"-я, м. Нов.",Мая,Маев,Маева,Маевич,Маевна,Словарь русских личных имен Петровского
М,Майор,,,Стар. редк.,"-а, м. Стар. редк.",Майора,Майоров,Майорова,Майорович,Майоровна,Словарь русских личных имен Петровского
Ж,Майя,,,Заимств.,"-и, ж. Заимств.",Майи,,,,,Словарь русских личных имен Петровского
М,Макар,Макарий,,,"-а, м.; стар. Макарий, -я.",Макара,Макаров,Макарова,Макарович,Макаровна,Словарь русских личных имен Петровского
М,Макарий,,Макар,Стар. форма имени,"-я, м. Стар. форма имени Макар (см.).",Макария,Макариев,Макариева,Макарович,Макаровна,(для варианта целевого современного отчества)
М,Макарий,,,,,,Макарьев,Макарьева,Макариевич,Макариевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Макарий,,Макар,Стар. форма имени,"-я, м. Стар. форма имени Макар (см.).",Макария,Макариев,Макариева,Макариевич,Макариевна,Словарь русских личных имен Петровского
М,Македон,,,Стар. редк.,"-а, м. Стар. редк.",Македона,Македонов,Македонова,Македонович,Македоновна,Словарь русских личных имен Петровского
М,Македоний,,,,,,Македоньев,Македоньева,Македониевич,Македониевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Македоний,,,Стар. редк.,"-я, м. Стар. редк.",Македония,Македониев,Македониева,Македониевич,Македониевна,Словарь русских личных имен Петровского
Ж,Макрида,,Макрина,Разг.,"-ы, ж. Разг. к Макрина (см.).",Макриды,,,,,Словарь русских личных имен Петровского
Ж,Макрина,Макрида,,,"-ы, ж.; разг. Макрида, -ы.",Макрины,,,,,Словарь русских личных имен Петровского
М,Макровий,,,,,,Макровьев,Макровьева,Макровиевич,Макровиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Макровий,,,Стар. редк.,"-я, м. Стар. редк.",Макровия,Макровиев,Макровиева,Макровиевич,Макровиевна,Словарь русских личных имен Петровского
М,Макс,,Максим,Разг.,"-а, м. Разг. к Максим (см.).",Макса,Максов,Максова,Максимович,Максимовна,(для варианта целевого современного отчества)
М,Макс,,Максим,Разг.,"-а, м. Разг. к Максим (см.).",Макса,Максов,Максова,Максович,Максовна,Словарь русских личных имен Петровского
М,Максентий,,,,,,Максентьев,Максентьева,Максентиевич,Максентиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Максентий,,,Стар. редк.,"-я, м. Стар. редк.",Максентия,Максентиев,Максентиева,Максентиевич,Максентиевна,Словарь русских личных имен Петровского
М,Максиан,,,Стар. редк.,"-а, м. Стар. редк.",Максиана,Максианов,Максианова,Максианович,Максиановна,Словарь русских личных имен Петровского
М,Максим,Макс,,,"-а, м.; разг. Макс, -а.",Максима,Максимов,Максимова,Максимович,Максимовна,Словарь русских личных имен Петровского
Ж,Максима,,,Стар. редк.,"-ы, ж. Стар. редк.",Максимы,,,,,Словарь русских личных имен Петровского
М,Максимиан,,,,"-а, м.",Максимиана,Максимианов,Максимианова,Максимианович,Максимиановна,Словарь русских личных имен Петровского
М,Максимилиан,Максимильян,,,"-а, м.; разг. Максимильян, -а.",Максимилиана,Максимилианов,Максимилианова,Максимилианович,Максимилиановна,Словарь русских личных имен Петровского
М,Максимильян,,Максимилиан,Разг.,"-а, м. Разг. к Максимилиан (см.).",Максимильяна,Максимильянов,Максимильянова,Максимилианович,Максимилиановна,(для варианта целевого современного отчества)
М,Максимильян,,Максимилиан,Разг.,"-а, м. Разг. к Максимилиан (см.).",Максимильяна,Максимильянов,Максимильянова,Максимильянович,Максимильяновна,Словарь русских личных имен Петровского
М,Мал,,,Стар. редк.,"-а, м. Стар. редк.",Мала,Малов,Малова,Малович,Маловна,Словарь русских личных имен Петровского
Ж,Малания,,Мелания,Народн.,"-и, ж. Народн. форма имени Мелания (см.).",Малании,,,,,Словарь русских личных имен Петровского
Ж,Маланья,,Мелания,Народн.,"-и, ж. Народн. форма имени Мелания (см.).",Маланьи,,,,,Словарь русских личных имен Петровского
М,Малахий,,,,,,Малахьев,Малахьева,Малахиевич,Малахиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Малахий,Малафей,,,"-я, м.; прост. Малафей, -я и Малахей, -я; стар. Малахия, -и.",Малахия,Малахиев,Малахиева,Малахиевич,Малахиевна,Словарь русских личных имен Петровского
М,Малахия,,Малахий,Стар. форма имени,"-и, м. Стар. форма имени Малахий (см.).",Малахии,Малахин,Малахина,Малахиевич,Малахиевна,(для варианта целевого современного отчества)
М,Малахия,,Малахий,Стар. форма имени,"-и, м. Стар. форма имени Малахий (см.).",Малахии,Малахин,Малахина,Малахиевич,Малахиевна,Словарь русских личных имен Петровского
М,Малей,,,Стар. редк.,"-я, м. Стар. редк.",Малея,Малеев,Малеева,Малеевич,Малеевна,Словарь русских личных имен Петровского
Ж,Малина,,,Стар. редк.,"-ы, ж. Стар. редк.",Малины,,,,,Словарь русских личных имен Петровского
М,Малх,,,Стар. редк.,"-а, м. Стар. редк.",Малха,Малхов,Малхова,Малхович,Малховна,Словарь русских личных имен Петровского
Ж,Мальвина,,,Заимств.,"-ы, ж. Заимств.",Мальвины,,,,,Словарь русских личных имен Петровского
М,Мамант,,,Стар. редк.,"-а, м. Стар. редк.",Маманта,Мамантов,Мамантова,Мамантович,Мамантовна,Словарь русских личных имен Петровского
Ж,Мамелфа,Амелфа,,,"-ы, ж.; прост. Амелфа, -ы; стар. Мамелх- ва, -ы.",Мамелфы,,,,,Словарь русских личных имен Петровского
Ж,Мамелхва,,Мамелфа,Стар.,"-ы, ж. Стар. форма имени Мамелфа (см.).",Мамелхвы,,,,,Словарь русских личных имен Петровского
М,Маммий,,,,,,Маммьев,Маммьева,Маммиевич,Маммиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Маммий,,,Стар. редк.,"-я, м. Стар. редк.",Маммия,Маммиев,Маммиева,Маммиевич,Маммиевна,Словарь русских личных имен Петровского
Ж,Манефа,Манефия,,,"-ы, ж.; разг. Манефия, -и.",Манефи,,,,,Словарь русских личных имен Петровского
Ж,Манефия,,Манефа,Разг.,"-и, ж. Разг. к Манефа (см.).",Манефии,,,,,Словарь русских личных имен Петровского
М,Мануил,Мануйла,,,"-а, м.; разг. Мануйла, -ы; стар. разг. Мануйло, -ы.",Мануила,Мануилов,Мануилова,Мануилович,Мануиловна,Словарь русских личных имен Петровского
М,Мануйла,,Мануил,Разг.,"-ы, м. Разг. к Мануил (см.).",Мануйлы,Мануйлин,Мануйлина,Мануилович,Мануиловна,(для варианта целевого современного отчества)
М,Мануйла,,Мануил,Разг.,"-ы, м. Разг. к Мануил (см.).",Мануйлы,Мануйлин,Мануйлина,Мануйлович,Мануйловна,Словарь русских личных имен Петровского
М,Мануйло,,Мануил,Стар. разг. форма имени,"-ы, м. Стар. разг. форма имени Мануил (см.).",Мануйлы,Мануйлин,Мануйлина,Мануилович,Мануиловна,(для варианта целевого современного отчества)
М,Мануйло,,Мануил,Стар. разг. форма имени,"-ы, м. Стар. разг. форма имени Мануил (см.).",Мануйлы,Мануйлин,Мануйлина,Мануйлович,Мануйловна,Словарь русских личных имен Петровского
М,Мар,,,Стар. редк.,"-а, м. Стар. редк.",Мара,Маров,Марова,Марович,Маровна,Словарь русских личных имен Петровского
Ж,Маргарита,Рита,,,"-ы, ж.; разг. Рита, -ы.",Маргариты,,,,,Словарь русских личных имен Петровского
М,Мардар,,Мардарий,Разг.,"-а, м. Разг. к Мардарий (см.).",Мардара,Мардаров,Мардарова,Мардариевич,Мардариевна,(для варианта целевого современного отчества)
М,Мардар,,Мардарий,Разг.,"-а, м. Разг. к Мардарий (см.).",Мардара,Мардаров,Мардарова,Мардарович,Мардаровна,Словарь русских личных имен Петровского
М,Мардарий,,,,,,Мардарьев,Мардарьева,Мардариевич,Мардариевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мардарий,,,Стар. редк.,"-я, м. Стар. редк.; разг. Мардар, -а.",Мардария,Мардариев,Мардариева,Мардариевич,Мардариевна,Словарь русских личных имен Петровского
М,Мардоний,,,,,,Мардоньев,Мардоньева,Мардониевич,Мардониевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мардоний,,,Стар. редк.,"-я, м. Стар. редк.",Мардония,Мардониев,Мардониева,Мардониевич,Мардониевна,Словарь русских личных имен Петровского
М,Марес,Маресий,,,"-а, м.; разг. Маресий, -я.",Мареса,Маресов,Маресова,Маресович,Маресовна,Словарь русских личных имен Петровского
М,Маресий,,Марес,Разг.,"-я, м. Разг. к Марес (см.).",Маресия,Маресиев,Маресиева,Маресович,Маресовна,(для варианта целевого современного отчества)
М,Маресий,,Марес,Разг.,"-я, м. Разг. к Марес (см.).",Маресия,Маресиев,Маресиева,Маресьевич,Маресьевна,Словарь русских личных имен Петровского
М,Мариав,,,Стар. редк.,"-а, м. Стар. редк.",Мариава,Мариавов,Мариавова,Мариавович,Мариавовна,Словарь русских личных имен Петровского
Ж,Мариам,,,Стар. редк.,"нескл., ж. Стар. редк.; разг. Марьям, нескл.",Мариам,,,,,Словарь русских личных имен Петровского
Ж,Мариамна,Маримьяна,,,"-ы, ж.; разг. Маримьяна, -ы.",Мариамны,,,,,Словарь русских личных имен Петровского
Ж,Мариамна,Маремьяна,,,,Мариамны,,,,,
М,Мариан,Марьян,,,"-а, м.; разг. Марьян, -а.",Мариана,Марианов,Марианова,Марианович,Мариановна,Словарь русских личных имен Петровского
Ж,Мариана,,,,"-ы, ж.",Марианы,,,,,Словарь русских личных имен Петровского
Ж,Марианна,Марьяна,,,"-ы, ж.; разг. Марьяна, -ы.",Марианны,,,,,Словарь русских личных имен Петровского
М,Марий,,,,,,Марьев,Марьева,Мариевич,Мариевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Марий,Марей,,,"-я, м.; прост. Марей, -я.",Мария,Мариев,Мариева,Мариевич,Мариевна,Словарь русских личных имен Петровского
Ж,Маримьяна,,Мариамна,Разг.,"-ы, ж. Разг. к Мариамна (см.).",Маримьяны,,,,,Словарь русских личных имен Петровского
М,Марин,,,Стар. редк.,"-а, м. Стар. редк.",Марина,Маринов,Маринова,Маринович,Мариновна,Словарь русских личных имен Петровского
Ж,Марина,,,,"-ы, ж.",Марины,,,,,Словарь русских личных имен Петровского
Ж,Марионелла,,Марионилла,Разг.,"-ы, ж. Разг. к Марионилла (см.).",Марионеллы,,,,,Словарь русских личных имен Петровского
Ж,Марионилла,Марионелла,,,"-ы, ж.; разг. Марионелла, -ы.",Мариониллы,,,,,Словарь русских личных имен Петровского
Ж,Мария,Марья,,,"-и, ж.; разг. Марья, -и; прост. Марея, -и.",Марии,,,,,Словарь русских личных имен Петровского
М,Марк,,,,"-а, м.",Марка,Марков,Маркова,Маркович,Марковна,Словарь русских личных имен Петровского
Ж,Марка,,,Стар. редк.,"-и, ж. Стар. редк.",Марки,,,,,Словарь русских личных имен Петровского
М,Маркей,,,Стар. редк.,"-я, м. Стар. редк.",Маркея,Маркеев,Маркеева,Маркеевич,Маркеевна,Словарь русских личных имен Петровского
М,Маркел,,Маркелл,Разг.,"-а, м. Разг. к Маркелл (см.).",Маркела,Маркелов,Маркелова,Маркеллович,Маркелловна,(для варианта целевого современного отчества)
М,Маркел,,Маркелл,Разг.,"-а, м. Разг. к Маркелл (см.).",Маркела,Маркелов,Маркелова,Маркелович,Маркеловна,Словарь русских личных имен Петровского
М,Маркелл,Маркел,,,"-а, м.; разг. Маркел, -а.",Маркелла,Маркеллов,Маркеллова,Маркеллович,Маркелловна,Словарь русских личных имен Петровского
М,Маркеллин,,,Стар. редк.,"-а, м. Стар. редк.",Маркеллина,Маркеллинов,Маркеллинова,Маркеллинович,Маркеллиновна,Словарь русских личных имен Петровского
Ж,Маркеллина,,,Стар. редк.,"-ы, ж. Стар. редк.",Маркеллины,,,,,Словарь русских личных имен Петровского
М,Маркиан,Маркиян,,,"-а, м.; разг. Маркиян, -а.",Маркиана,Маркианов,Маркианова,Маркианович,Маркиановна,Словарь русских личных имен Петровского
М,Маркий,,,,,,Маркьев,Маркьева,Маркиевич,Маркиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Маркий,,,Стар. редк.,"-я, м. Стар. редк.",Маркия,Маркиев,Маркиева,Маркиевич,Маркиевна,Словарь русских личных имен Петровского
М,Маркиян,,Маркиан,Разг.,"-а, м. Разг. к Маркиан (см.).",Маркияна,Маркиянов,Маркиянова,Маркианович,Маркиановна,(для варианта целевого современного отчества)
М,Маркиян,,Маркиан,Разг.,"-а, м. Разг. к Маркиан (см.).",Маркияна,Маркиянов,Маркиянова,Маркиянович,Маркияновна,Словарь русских личных имен Петровского
М,Марлен,,,Нов.,"-а, м. Нов.",Марлена,Марленов,Марленова,Марленович,Марленовна,Словарь русских личных имен Петровского
Ж,Марлена,,,Нов.,"-ы, ж. Нов.",Марлены,,,,,Словарь русских личных имен Петровского
М,Марон,,,Стар. редк.,"-а, м. Стар. редк.",Марона,Маронов,Маронова,Маронович,Мароновна,Словарь русских личных имен Петровского
М,Марсалий,,,,,,Марсальев,Марсальева,Марсалиевич,Марсалиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Марсалий,,,Стар. редк.,"-я, м. Стар. редк.",Марсалия,Марсалиев,Марсалиева,Марсалиевич,Марсалиевна,Словарь русских личных имен Петровского
М,Март,,,,"-а, м.",Марта,Мартов,Мартова,Мартович,Мартовна,Словарь русских личных имен Петровского
Ж,Марта,,,Заимств.,"-ы, ж. Заимств.",Марты,,,,,Словарь русских личных имен Петровского
М,Мартемьян,Мартимьян,Мартиниан,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартемьяна,Мартемьянов,Мартемьянова,Мартинианович,Мартинианович,(для варианта целевого современного отчества)
М,Мартемьян,Мартимьян,Мартиниан,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартемьяна,Мартемьянов,Мартемьянова,Мартемьянович,Мартемьяновна,(для варианта целевого современного отчества)
М,Мартемьян,Мартимьян,Мартиниан,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартемьяна,Мартемьянов,Мартемьянова,Мартинианович,Мартиниановна,(для варианта целевого современного отчества)
М,Мартемьян,Мартимьян,Мартиниан,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартемьяна,Мартемьянов,Мартемьянова,Мартемьянович,Мартемьяновна,
М,Мартиан,,,Стар. редк.,"-а, м. Стар. редк.",Мартиана,Мартианов,Мартианова,Мартианович,Мартиановна,Словарь русских личных имен Петровского
М,Мартимьян,Мартемьян,Мартиниан,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартимьяна,Мартимьянов,Мартимьянова,Мартимьянович,Мартимьяновна,(для варианта целевого современного отчества)
М,Мартимьян,Мартемьян,Мартиниан,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартимьяна,Мартимьянов,Мартимьянова,Мартимьянович,Мартимьяновна,
М,Мартин,Мартын,,,"-а, м.; разг. Мартын, -а.",Мартина,Мартинов,Мартинова,Мартинович,Мартиновна,Словарь русских личных имен Петровского
Ж,Мартина,,,,"-ы, ж.",Мартины,,,,,Словарь русских личных имен Петровского
М,Мартиниан,Мартьян,,,"-а, м.; разг. Мартьян, -а; прост. Мартимьян, -а.",Мартиниана,Мартинианов,Мартинианова,Мартинианович,Мартиниановна,Словарь русских личных имен Петровского
Ж,Мартиниана,,,,"-ы, ж.",Мартинианы,,,,,Словарь русских личных имен Петровского
М,Мартирий,,,,,,Мартирьев,Мартирьева,Мартириевич,Мартириевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мартирий,,,Стар. редк.,"-я, м. Стар. редк.",Мартирия,Мартириев,Мартириева,Мартириевич,Мартириевна,Словарь русских личных имен Петровского
М,Мартын,,Мартин,Разг.,"-а, м. Разг. к Мартин (см.).",Мартына,Мартынов,Мартынова,Мартинович,Мартиновна,(для варианта целевого современного отчества)
М,Мартын,,Мартин,Разг.,"-а, м. Разг. к Мартин (см.).",Мартына,Мартынов,Мартынова,Мартынович,Мартыновна,Словарь русских личных имен Петровского
М,Мартьян,,Мартиниан,Разг.,"-а, м. Разг. к Мартиниан (см.).",Мартьяна,Мартьянов,Мартьянова,Мартинианович,Мартиниановна,(для варианта целевого современного отчества)
М,Мартьян,,Мартиниан,Разг.,"-а, м. Разг. к Мартиниан (см.).",Мартьяна,Мартьянов,Мартьянова,Мартьянович,Мартьяновна,Словарь русских личных имен Петровского
М,Маруф,,,Стар. редк.,"-а, м. Стар. редк.",Маруфа,Маруфов,Маруфова,Маруфович,Маруфовна,Словарь русских личных имен Петровского
Ж,Марфа,,,,"-ы, ж.",Марфы,,,,,Словарь русских личных имен Петровского
Ж,Марцеллина,,,,"-ы, ж.",Марцеллины,,,,,Словарь русских личных имен Петровского
Ж,Марья,,Мария,Разг.,"-и, ж. Разг. к Мария (см.).",Марьи,,,,,Словарь русских личных имен Петровского
М,Марьян,,Мариан,Разг.,"-а, м. Разг. к Мариан (см.).",Марьяна,Марьянов,Марьянова,Марианович,Мариановна,(для варианта целевого современного отчества)
М,Марьян,,Мариан,Разг.,"-а, м. Разг. к Мариан (см.).",Марьяна,Марьянов,Марьянова,Марьянович,Марьяновна,Словарь русских личных имен Петровского
Ж,Марьяна,,Марианна,Разг.,"-ы, ж. Разг. к Марианна (см.).",Марьяны,,,,,Словарь русских личных имен Петровского
Ж,Мастридия,,,Стар. редк.,"-и, ж. Стар. редк.",Мастридии,,,,,Словарь русских личных имен Петровского
М,Масут,,,Стар. редк.,"-а, м. Стар. редк.",Масута,Масутов,Масутова,Масутович,Масутовна,Словарь русских личных имен Петровского
М,Матвей,Матфей,,,"-я, м.; стар. Матфей, -я и Матфий, -я.",Матвея,Матвеев,Матвеева,Матвеевич,Матвеевна,Словарь русских личных имен Петровского
Ж,Матильда,,,Заимств.,"-ы, ж. Заимств.",Матильды,,,,,Словарь русских личных имен Петровского
Ж,Матрена,Матрёна,Матрона,Народн.,"-ы, ж. Народн. форма имени Матрона (см.).",Матрены,,,,,Словарь русских личных имен Петровского
Ж,Матрона,Матрена,,,"-ы, ж.; народн. Матрёна, -ы.",Матроны,,,,,Словарь русских личных имен Петровского
М,Матфей,,Матвей,Стар. форма имени,"-я, м. Стар. форма имени Матвей (см.).",Матфея,Матфеев,Матфеева,Матвеевич,Матвеевна,(для варианта целевого современного отчества)
М,Матфей,,Матвей,Стар. форма имени,"-я, м. Стар. форма имени Матвей (см.).",Матфея,Матфеев,Матфеева,Матфеевич,Матфеевна,Словарь русских личных имен Петровского
М,Матфий,,Матвей,Стар. форма имени,"-я, м. Стар. форма имени Матвей (см.).",Матфия,Матфиев,Матфиева,Матвеевич,Матвеевна,(для варианта целевого современного отчества)
М,Матфий,,Матвей,Стар. форма имени,"-я, м. Стар. форма имени Матвей (см.).",Матфия,Матфиев,Матфиева,Матфиевич,Матфиевна,Словарь русских личных имен Петровского
Ж,Мая,,,Нов.,"-и, ж. Нов.",Маи,,,,,Словарь русских личных имен Петровского
М,Медимн,,,Стар. редк.,"-а, м. Стар. редк.",Медимна,Медимнов,Медимнова,Медимнович,Медимновна,Словарь русских личных имен Петровского
Ж,Мелания,Малания,,,"-и, ж.; народн. Малания, -и и Маланья, -и; разг. Меланья, -и.",Мелании,,,,,Словарь русских личных имен Петровского
Ж,Меланья,,Мелания,Разг.,"-и, ж. Разг. к Мелания (см.).",Меланьи,,,,,Словарь русских личных имен Петровского
М,Мелентий,,Мелетий,Разг.,"-я, м. Разг. к Мелетий (см.).",Мелентия,Мелентиев,Мелентиева,Мелетиевич,Мелетиевна,(для варианта целевого современного отчества)
М,Мелентий,,,,,,Мелентьев,Мелентьева,Мелентиевич,Мелентиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мелентий,,Мелетий,Разг.,"-я, м. Разг. к Мелетий (см.).",Мелентия,Мелентиев,Мелентиева,Мелентиевич,Мелентиевна,Словарь русских личных имен Петровского
М,Мелетий,,,,,,Мелетьев,Мелетьева,Мелетиевич,Мелетиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Мелетий,Мелентий,,,"-я, м.; разг. Мелентий, -я.",Мелетия,Мелетиев,Мелетиева,Мелетиевич,Мелетиевна,Словарь русских личных имен Петровского
М,Мелиссен,,,Стар. редк.,"-а, м. Стар. редк.",Мелиссена,Мелиссенов,Мелиссенова,Мелиссенович,Мелиссеновна,Словарь русских личных имен Петровского
Ж,Мелитина,,,,"-ы, ж.",Мелитины,,,,,Словарь русских личных имен Петровского
М,Мелитон,,,Стар. редк.,"-а, м. Стар. редк.",Мелитона,Мелитонов,Мелитонова,Мелитонович,Мелитоновна,Словарь русских личных имен Петровского
М,Мелхиор,,,Стар. редк.,"-а, м. Стар. редк.",Мелхиора,Мелхиоров,Мелхиорова,Мелхиорович,Мелхиоровна,Словарь русских личных имен Петровского
М,Мемнон,,,Стар. редк.,"-а, м. Стар. редк.",Мемнона,Мемнонов,Мемнонова,Мемнонович,Мемноновна,Словарь русских личных имен Петровского
М,Менандр,,,Стар. редк.,"-а, м. Стар. редк.",Менандра,Менандров,Менандрова,Менандрович,Менандровна,Словарь русских личных имен Петровского
М,Меней,,,Стар. редк.,"-я, м. Стар. редк.",Менея,Менеев,Менеева,Менеевич,Менеевна,Словарь русских личных имен Петровского
М,Менелай,,,Стар. редк.,"-я, м. Стар. редк.",Менелая,Менелаев,Менелаева,Менелаевич,Менелаевна,Словарь русских личных имен Петровского
М,Менигн,,,Стар. редк.,"-а, м. Стар. редк.",Менигна,Менигнов,Менигнова,Менигнович,Менигновна,Словарь русских личных имен Петровского
М,Меркул,,Меркурий,Разг.,"-а, м. Разг. к Меркурий (см.).",Меркула,Меркулов,Меркулова,Меркуриевич,Меркуриевна,(для варианта целевого современного отчества)
М,Меркул,,Меркурий,Разг.,"-а, м. Разг. к Меркурий (см.).",Меркула,Меркулов,Меркулова,Меркулович,Меркуловна,Словарь русских личных имен Петровского
М,Меркурий,,,,,,Меркурьев,Меркурьева,Меркуриевич,Меркуриевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Меркурий,Меркул,,,"-я, м.; разг. Меркул, -а.",Меркурия,Меркуриев,Меркуриева,Меркуриевич,Меркуриевна,Словарь русских личных имен Петровского
Ж,Меркурия,,,Стар. редк.,"-и, ж. Стар. редк.",Меркурии,,,,,Словарь русских личных имен Петровского
Ж,Мерона,,,Стар. редк.,"-ы, ж. Стар. редк.",Мероны,,,,,Словарь русских личных имен Петровского
М,Мертий,,,,,,Мертьев,Мертьева,Мертиевич,Мертиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
